model,r2_mean,r2_std,mae_mean,rmse_mean,total_fit_seconds
dummy_mean,-0.0011722704950854368,0.0011099195341810325,1.2759704687500002,1.5888738968149254,0.8541682999984914
elastic_net,0.775296335482784,0.00868298456703142,0.6002089958997292,0.7525683927030934,0.8551246999995783
extra_trees,0.6198355093923736,0.021081596323445317,0.7702007986111111,0.9786815996918122,19.912511700000323
ridge,0.7773623256096467,0.006878912019813213,0.5982185317442854,0.7491556388723916,0.6251834999984567
