left,right,correlation,abs_correlation
Sleep_Quality_Score,Weekend_Sleep_Difference_Hours,0.021283895741422164,0.021283895741422164
Fruit_Intake_Per_Day,Protein_Intake_Grams,0.020961275739724505,0.020961275739724505
Fruit_Intake_Per_Day,Stress_Level,0.02077803721939239,0.02077803721939239
Height_cm,Exercise_Frequency_Per_Week,0.020418409348512325,0.020418409348512325
Fast_Food_Meals_Per_Week,Depression_Risk_Score,-0.020358801220952658,0.020358801220952658
Daily_Calorie_Intake,Fast_Food_Meals_Per_Week,-0.020339386712038606,0.020339386712038606
Height_cm,Health_Score,0.020286180118263664,0.020286180118263664
Stress_Level,Immune_Health_Score,-0.019968933728256463,0.019968933728256463
Sleep_Duration_Hours,Sitting_Hours_Per_Day,0.019951640164718367,0.019951640164718367
Height_cm,Daily_Steps,0.01977176529957368,0.01977176529957368
Height_cm,BMI,-0.019756935671619794,0.019756935671619794
Weight_kg,Number_of_Night_Awakenings,-0.019516373194062606,0.019516373194062606
Blood_Sugar_Level,Life_Satisfaction_Score,0.018713925027459794,0.018713925027459794
Sleep_Quality_Score,Water_Intake_Liters,0.018555110333847522,0.018555110333847522
Sugary_Drinks_Per_Week,Working_Hours_Per_Day,-0.01852168338010634,0.01852168338010634
Sugary_Drinks_Per_Week,Fatigue_Level_Score,-0.018295648062746268,0.018295648062746268
Fast_Food_Meals_Per_Week,Life_Satisfaction_Score,0.0181275028739486,0.0181275028739486
Sugary_Drinks_Per_Week,Focus_Concentration_Score,-0.018042614183351534,0.018042614183351534
Fruit_Intake_Per_Day,Sitting_Hours_Per_Day,0.018023512777235802,0.018023512777235802
Exercise_Frequency_Per_Week,Sitting_Hours_Per_Day,-0.01798614229656921,0.01798614229656921
Height_cm,Life_Satisfaction_Score,0.017892464827904474,0.017892464827904474
Number_of_Night_Awakenings,Weekend_Sleep_Difference_Hours,-0.01777566805936429,0.01777566805936429
Number_of_Night_Awakenings,Breakfast_Regularity_Score,-0.017726244225992713,0.017726244225992713
Height_cm,Depression_Risk_Score,-0.017708995123594976,0.017708995123594976
Outdoor_Time_Hours,Diastolic_BP,0.01769919780505427,0.01769919780505427
Breakfast_Regularity_Score,Depression_Risk_Score,-0.017634449324965818,0.017634449324965818
Age,Daily_Steps,0.017613752053956485,0.017613752053956485
Weekend_Sleep_Difference_Hours,Working_Hours_Per_Day,0.01747332487770201,0.01747332487770201
Breakfast_Regularity_Score,Life_Satisfaction_Score,0.017168287932587754,0.017168287932587754
Breakfast_Regularity_Score,Anxiety_Score,-0.017119346059729486,0.017119346059729486
Blood_Sugar_Level,Immune_Health_Score,-0.016980057215850282,0.016980057215850282
Height_cm,Stress_Level,-0.0169472699530504,0.0169472699530504
Nap_Frequency_Per_Week,Fruit_Intake_Per_Day,0.01691230369541873,0.01691230369541873
Height_cm,Healthy_Aging_Score,0.016801006591160433,0.016801006591160433
Number_of_Night_Awakenings,Water_Intake_Liters,0.016666119956923763,0.016666119956923763
Stress_Level,Resting_Heart_Rate,-0.01662556353439891,0.01662556353439891
Height_cm,Outdoor_Time_Hours,0.01653397773221984,0.01653397773221984
Working_Hours_Per_Day,Resting_Heart_Rate,0.01644034440150216,0.01644034440150216
Outdoor_Time_Hours,Systolic_BP,0.016348468817657665,0.016348468817657665
Sleep_Duration_Hours,Breakfast_Regularity_Score,0.016336232418823385,0.016336232418823385
Water_Intake_Liters,Fast_Food_Meals_Per_Week,-0.01628280471723552,0.01628280471723552
Daily_Steps,Systolic_BP,0.01616111785733669,0.01616111785733669
Fast_Food_Meals_Per_Week,Stress_Level,-0.016051983757208035,0.016051983757208035
Age,Nap_Frequency_Per_Week,-0.016036309922857005,0.016036309922857005
Blood_Sugar_Level,Energy_Level_Score,0.015991072257019068,0.015991072257019068
Height_cm,Sleep_Duration_Hours,-0.015962063425900484,0.015962063425900484
Daily_Steps,Blood_Sugar_Level,0.015871102730080792,0.015871102730080792
Nap_Frequency_Per_Week,Productivity_Score,0.015763145193099744,0.015763145193099744
Weekend_Sleep_Difference_Hours,Energy_Level_Score,0.01574131241360046,0.01574131241360046
Working_Hours_Per_Day,Fatigue_Level_Score,0.01565039149667835,0.01565039149667835
Sleep_Quality_Score,Blood_Sugar_Level,0.015621612173988352,0.015621612173988352
Height_cm,Energy_Level_Score,0.01557538304185405,0.01557538304185405
Blood_Sugar_Level,Fatigue_Level_Score,-0.015555624705667922,0.015555624705667922
Daily_Steps,Social_Interaction_Score,0.015549283974453558,0.015549283974453558
Fruit_Intake_Per_Day,Mood_Score,-0.015437535481361203,0.015437535481361203
Weight_kg,Mood_Score,0.015333002893373094,0.015333002893373094
Nap_Frequency_Per_Week,Breakfast_Regularity_Score,0.015295231959012034,0.015295231959012034
Height_cm,Productivity_Score,0.015290632015748214,0.015290632015748214
Height_cm,Anxiety_Score,-0.015255440015130815,0.015255440015130815
Sleep_Duration_Hours,Resting_Heart_Rate,-0.015190149589868591,0.015190149589868591
Exercise_Frequency_Per_Week,Systolic_BP,0.015046535901973506,0.015046535901973506
Stress_Level,Blood_Sugar_Level,-0.014841664077445626,0.014841664077445626
Fruit_Intake_Per_Day,Working_Hours_Per_Day,0.01474198714390979,0.01474198714390979
Diastolic_BP,Focus_Concentration_Score,-0.014699377111945322,0.014699377111945322
Fruit_Intake_Per_Day,Resting_Heart_Rate,-0.01467135281252173,0.01467135281252173
Sitting_Hours_Per_Day,Social_Interaction_Score,0.014635265654649305,0.014635265654649305
Sleep_Duration_Hours,Outdoor_Time_Hours,-0.014566273940249948,0.014566273940249948
Sleep_Duration_Hours,Immune_Health_Score,0.014537934392971038,0.014537934392971038
Number_of_Night_Awakenings,Daily_Calorie_Intake,-0.01434568416613011,0.01434568416613011
Daily_Calorie_Intake,Vegetable_Intake_Per_Day,-0.014300312438589254,0.014300312438589254
Height_cm,Resting_Heart_Rate,-0.014297466562572874,0.014297466562572874
Blood_Sugar_Level,Depression_Risk_Score,-0.014283815506469113,0.014283815506469113
Weight_kg,Breakfast_Regularity_Score,-0.014186500707598318,0.014186500707598318
Sitting_Hours_Per_Day,Healthy_Aging_Score,-0.014156278346938058,0.014156278346938058
BMI,Daily_Steps,0.014145854270632422,0.014145854270632422
Exercise_Duration_Minutes,Sugary_Drinks_Per_Week,-0.014129103571949653,0.014129103571949653
BMI,Sleep_Duration_Hours,0.014035236943940557,0.014035236943940557
Sugary_Drinks_Per_Week,Cholesterol_Level,-0.01396074679186706,0.01396074679186706
Fast_Food_Meals_Per_Week,Systolic_BP,-0.013872144402378554,0.013872144402378554
Working_Hours_Per_Day,Healthy_Aging_Score,-0.013595652454051515,0.013595652454051515
Weekend_Sleep_Difference_Hours,Mood_Score,0.013514997949290097,0.013514997949290097
Sleep_Duration_Hours,Screen_Time_Before_Bed_Hours,-0.013474850118303999,0.013474850118303999
Age,Immune_Health_Score,0.013459695266435043,0.013459695266435043
Nap_Frequency_Per_Week,Diastolic_BP,-0.01345168551795562,0.01345168551795562
Weight_kg,Sitting_Hours_Per_Day,0.013379444252712116,0.013379444252712116
Age,Exercise_Frequency_Per_Week,0.013362918119152883,0.013362918119152883
Sleep_Quality_Score,Immune_Health_Score,0.013353762672478677,0.013353762672478677
Nap_Frequency_Per_Week,Daily_Calorie_Intake,-0.01335028984032156,0.01335028984032156
Vegetable_Intake_Per_Day,Social_Interaction_Score,0.013332977213107498,0.013332977213107498
Fruit_Intake_Per_Day,Focus_Concentration_Score,-0.013322519440484423,0.013322519440484423
Exercise_Frequency_Per_Week,Working_Hours_Per_Day,-0.013197701177224127,0.013197701177224127
Height_cm,Water_Intake_Liters,0.01318220012874354,0.01318220012874354
Protein_Intake_Grams,Diastolic_BP,0.013145598333347662,0.013145598333347662
Weight_kg,Working_Hours_Per_Day,0.013125156719665309,0.013125156719665309
Sugary_Drinks_Per_Week,Sitting_Hours_Per_Day,-0.013118420023769683,0.013118420023769683
Weight_kg,Nap_Frequency_Per_Week,-0.01311616917444635,0.01311616917444635
Screen_Time_Before_Bed_Hours,Fruit_Intake_Per_Day,0.012933865358776714,0.012933865358776714
Sitting_Hours_Per_Day,Life_Satisfaction_Score,0.012891791150072487,0.012891791150072487
Vegetable_Intake_Per_Day,Blood_Sugar_Level,-0.012810258178061041,0.012810258178061041
Fruit_Intake_Per_Day,Depression_Risk_Score,0.012782407050905237,0.012782407050905237
Nap_Frequency_Per_Week,Vegetable_Intake_Per_Day,-0.01277668784351618,0.01277668784351618
Weekend_Sleep_Difference_Hours,Social_Interaction_Score,0.012738398363369345,0.012738398363369345
BMI,Working_Hours_Per_Day,0.012719568819054878,0.012719568819054878
BMI,Resting_Heart_Rate,0.01266132501447037,0.01266132501447037
Fast_Food_Meals_Per_Week,Immune_Health_Score,-0.012594901174389574,0.012594901174389574
Sitting_Hours_Per_Day,Health_Score,-0.012576493169359961,0.012576493169359961
Working_Hours_Per_Day,Cholesterol_Level,0.012500537787578245,0.012500537787578245
Vegetable_Intake_Per_Day,Outdoor_Time_Hours,-0.012484037516583859,0.012484037516583859
Exercise_Frequency_Per_Week,Fast_Food_Meals_Per_Week,-0.012463897134553436,0.012463897134553436
Sugary_Drinks_Per_Week,Productivity_Score,-0.012425284126005664,0.012425284126005664
Weekend_Sleep_Difference_Hours,Fatigue_Level_Score,-0.01238813897852669,0.01238813897852669
Daily_Calorie_Intake,Sitting_Hours_Per_Day,-0.01231393112377704,0.01231393112377704
Nap_Frequency_Per_Week,Fast_Food_Meals_Per_Week,0.012265865761835722,0.012265865761835722
Age,Protein_Intake_Grams,0.012232699829708987,0.012232699829708987
Weight_kg,Depression_Risk_Score,-0.012152468852217664,0.012152468852217664
Age,Social_Interaction_Score,-0.012136521381448016,0.012136521381448016
BMI,Exercise_Frequency_Per_Week,0.012116729424851078,0.012116729424851078
Height_cm,Focus_Concentration_Score,0.011997978896051203,0.011997978896051203
Protein_Intake_Grams,Blood_Sugar_Level,0.011976028719780154,0.011976028719780154
Screen_Time_Before_Bed_Hours,Sitting_Hours_Per_Day,-0.011923205242691496,0.011923205242691496
Daily_Calorie_Intake,Working_Hours_Per_Day,-0.011910512798739966,0.011910512798739966
Water_Intake_Liters,Vegetable_Intake_Per_Day,0.011906528367141867,0.011906528367141867
Weekend_Sleep_Difference_Hours,Sitting_Hours_Per_Day,0.011875665460060676,0.011875665460060676
BMI,Sitting_Hours_Per_Day,0.01185372099742301,0.01185372099742301
Breakfast_Regularity_Score,Immune_Health_Score,0.011743841669816419,0.011743841669816419
Weight_kg,Life_Satisfaction_Score,0.011673979866915226,0.011673979866915226
Age,Sleep_Duration_Hours,-0.011608605927343849,0.011608605927343849
Number_of_Night_Awakenings,Blood_Sugar_Level,-0.011577050543620663,0.011577050543620663
Water_Intake_Liters,Sitting_Hours_Per_Day,-0.011526863672843526,0.011526863672843526
Fruit_Intake_Per_Day,Sugary_Drinks_Per_Week,0.011430129509351388,0.011430129509351388
Exercise_Frequency_Per_Week,Diastolic_BP,0.011382239878455092,0.011382239878455092
Fast_Food_Meals_Per_Week,Resting_Heart_Rate,0.011359926651193482,0.011359926651193482
Working_Hours_Per_Day,Focus_Concentration_Score,-0.011330323479923805,0.011330323479923805
Daily_Steps,Sitting_Hours_Per_Day,-0.011188452820532492,0.011188452820532492
Sleep_Quality_Score,Protein_Intake_Grams,0.011178044780192567,0.011178044780192567
Sleep_Quality_Score,Daily_Calorie_Intake,0.011082728453619418,0.011082728453619418
Exercise_Duration_Minutes,Social_Interaction_Score,-0.011050498988436058,0.011050498988436058
Protein_Intake_Grams,Fast_Food_Meals_Per_Week,0.01102154365172948,0.01102154365172948
Age,Exercise_Duration_Minutes,-0.011016132724897418,0.011016132724897418
Fast_Food_Meals_Per_Week,Mood_Score,0.010996310023291727,0.010996310023291727
Breakfast_Regularity_Score,Cholesterol_Level,0.010906551677387912,0.010906551677387912
Vegetable_Intake_Per_Day,Protein_Intake_Grams,0.010877575711450187,0.010877575711450187
BMI,Nap_Frequency_Per_Week,-0.010856149771816391,0.010856149771816391
Age,Working_Hours_Per_Day,0.01081521583610874,0.01081521583610874
Stress_Level,Sitting_Hours_Per_Day,-0.010782053389892582,0.010782053389892582
Sleep_Quality_Score,Daily_Steps,0.010775082152415396,0.010775082152415396
Fruit_Intake_Per_Day,Productivity_Score,-0.010756479604403147,0.010756479604403147
Age,Vegetable_Intake_Per_Day,0.010640878842364162,0.010640878842364162
Nap_Frequency_Per_Week,Systolic_BP,-0.010637741756539415,0.010637741756539415
Fast_Food_Meals_Per_Week,Working_Hours_Per_Day,-0.010635401351757565,0.010635401351757565
Weight_kg,Energy_Level_Score,0.010591440382848786,0.010591440382848786
Breakfast_Regularity_Score,Outdoor_Time_Hours,-0.010561959326873266,0.010561959326873266
Weekend_Sleep_Difference_Hours,Health_Score,0.010554745005595138,0.010554745005595138
Number_of_Night_Awakenings,Working_Hours_Per_Day,0.01042230059298476,0.01042230059298476
Vegetable_Intake_Per_Day,Stress_Level,-0.010361692957229933,0.010361692957229933
Fruit_Intake_Per_Day,Diastolic_BP,0.010287225903451165,0.010287225903451165
Exercise_Duration_Minutes,Vegetable_Intake_Per_Day,0.010213420647959168,0.010213420647959168
Weekend_Sleep_Difference_Hours,Vegetable_Intake_Per_Day,0.01019890383148563,0.01019890383148563
Screen_Time_Before_Bed_Hours,Resting_Heart_Rate,-0.010189275115786435,0.010189275115786435
Vegetable_Intake_Per_Day,Focus_Concentration_Score,0.010144470472944823,0.010144470472944823
Weekend_Sleep_Difference_Hours,Diastolic_BP,0.010112951194225544,0.010112951194225544
Fruit_Intake_Per_Day,Cholesterol_Level,0.010104091760776283,0.010104091760776283
Age,Stress_Level,0.010081773845978087,0.010081773845978087
Height_cm,Cholesterol_Level,-0.0100095896913174,0.0100095896913174
Sitting_Hours_Per_Day,Resting_Heart_Rate,0.00995335568232505,0.00995335568232505
Nap_Frequency_Per_Week,Energy_Level_Score,0.009949289986731703,0.009949289986731703
Screen_Time_Before_Bed_Hours,Mood_Score,0.009886092531795414,0.009886092531795414
Nap_Frequency_Per_Week,Healthy_Aging_Score,0.009875242682347275,0.009875242682347275
Sugary_Drinks_Per_Week,Depression_Risk_Score,-0.009845909809430646,0.009845909809430646
Water_Intake_Liters,Stress_Level,-0.009723537972000457,0.009723537972000457
Working_Hours_Per_Day,Health_Score,-0.009670118989473574,0.009670118989473574
Weight_kg,Outdoor_Time_Hours,0.009649190886409609,0.009649190886409609
Sugary_Drinks_Per_Week,Energy_Level_Score,0.009618760045639621,0.009618760045639621
Fast_Food_Meals_Per_Week,Diastolic_BP,-0.009611748361282261,0.009611748361282261
Number_of_Night_Awakenings,Systolic_BP,0.009574337807919043,0.009574337807919043
Weekend_Sleep_Difference_Hours,Healthy_Aging_Score,0.0095735912012155,0.0095735912012155
Fast_Food_Meals_Per_Week,Anxiety_Score,-0.009517377256078518,0.009517377256078518
Sleep_Duration_Hours,Blood_Sugar_Level,0.009515521525188536,0.009515521525188536
Number_of_Night_Awakenings,Sitting_Hours_Per_Day,0.009499554153972271,0.009499554153972271
Protein_Intake_Grams,Systolic_BP,0.00949550300157708,0.00949550300157708
Height_cm,Sleep_Quality_Score,0.009491133954372679,0.009491133954372679
Height_cm,Breakfast_Regularity_Score,0.009478888929372785,0.009478888929372785
Sleep_Duration_Hours,Water_Intake_Liters,0.009475154496724796,0.009475154496724796
Sleep_Duration_Hours,Vegetable_Intake_Per_Day,0.00947331255174148,0.00947331255174148
Height_cm,Sitting_Hours_Per_Day,0.009471511557122121,0.009471511557122121
Weekend_Sleep_Difference_Hours,Fast_Food_Meals_Per_Week,-0.009462826476805549,0.009462826476805549
Breakfast_Regularity_Score,Resting_Heart_Rate,-0.009453843327202673,0.009453843327202673
Age,Screen_Time_Before_Bed_Hours,-0.009438759825674112,0.009438759825674112
Screen_Time_Before_Bed_Hours,Energy_Level_Score,0.009326553715369367,0.009326553715369367
Vegetable_Intake_Per_Day,Mood_Score,0.009275478427566092,0.009275478427566092
BMI,Sugary_Drinks_Per_Week,-0.009270787066817589,0.009270787066817589
Weight_kg,Immune_Health_Score,0.009251988231861293,0.009251988231861293
Nap_Frequency_Per_Week,Daily_Steps,-0.009212503455703234,0.009212503455703234
Screen_Time_Before_Bed_Hours,Water_Intake_Liters,-0.009203280436979438,0.009203280436979438
Blood_Sugar_Level,Mood_Score,0.009179310150700124,0.009179310150700124
Height_cm,Fatigue_Level_Score,-0.009174428462386145,0.009174428462386145
Fast_Food_Meals_Per_Week,Social_Interaction_Score,0.00917244728063423,0.00917244728063423
Sleep_Quality_Score,Exercise_Frequency_Per_Week,0.009154960964632164,0.009154960964632164
BMI,Weekend_Sleep_Difference_Hours,0.009149728053745107,0.009149728053745107
Weight_kg,Productivity_Score,0.009085441206485011,0.009085441206485011
Working_Hours_Per_Day,Life_Satisfaction_Score,0.009014063777322119,0.009014063777322119
Water_Intake_Liters,Systolic_BP,0.009011027198879622,0.009011027198879622
Sleep_Duration_Hours,Diastolic_BP,-0.008923291626672084,0.008923291626672084
Height_cm,Vegetable_Intake_Per_Day,-0.008888658168055197,0.008888658168055197
Exercise_Duration_Minutes,Systolic_BP,-0.0088600272606499,0.0088600272606499
Daily_Steps,Fruit_Intake_Per_Day,-0.008775260845559909,0.008775260845559909
Weekend_Sleep_Difference_Hours,Daily_Steps,-0.008707958955409332,0.008707958955409332
Exercise_Frequency_Per_Week,Social_Interaction_Score,0.008618215241783219,0.008618215241783219
Weekend_Sleep_Difference_Hours,Systolic_BP,0.00859088263371534,0.00859088263371534
Age,Depression_Risk_Score,0.00854877376194913,0.00854877376194913
Age,Outdoor_Time_Hours,0.008542604793025124,0.008542604793025124
Screen_Time_Before_Bed_Hours,Daily_Steps,0.008535197293242883,0.008535197293242883
Weight_kg,Weekend_Sleep_Difference_Hours,0.008529799263288207,0.008529799263288207
Exercise_Frequency_Per_Week,Blood_Sugar_Level,0.008406618811872301,0.008406618811872301
Weight_kg,Protein_Intake_Grams,0.00838080211039947,0.00838080211039947
Sitting_Hours_Per_Day,Fatigue_Level_Score,0.008371578320653498,0.008371578320653498
Sleep_Duration_Hours,Fast_Food_Meals_Per_Week,0.008338085186448263,0.008338085186448263
Sleep_Quality_Score,Fast_Food_Meals_Per_Week,0.008209111599199433,0.008209111599199433
Sleep_Quality_Score,Sitting_Hours_Per_Day,-0.008207776145977697,0.008207776145977697
Exercise_Duration_Minutes,Working_Hours_Per_Day,0.008199431263110622,0.008199431263110622
Sugary_Drinks_Per_Week,Immune_Health_Score,-0.008182089628380318,0.008182089628380318
Nap_Frequency_Per_Week,Blood_Sugar_Level,-0.00806816570478829,0.00806816570478829
Fast_Food_Meals_Per_Week,Outdoor_Time_Hours,-0.00804224000726046,0.00804224000726046
Sugary_Drinks_Per_Week,Fast_Food_Meals_Per_Week,0.007943548618146275,0.007943548618146275
Blood_Sugar_Level,Anxiety_Score,-0.007925186703640277,0.007925186703640277
Height_cm,Exercise_Duration_Minutes,0.007880670956160383,0.007880670956160383
Water_Intake_Liters,Fruit_Intake_Per_Day,0.007774645031051371,0.007774645031051371
Protein_Intake_Grams,Social_Interaction_Score,0.007670326707664406,0.007670326707664406
Screen_Time_Before_Bed_Hours,Healthy_Aging_Score,0.007634989754728651,0.007634989754728651
Age,Anxiety_Score,0.00761258280756311,0.00761258280756311
Exercise_Duration_Minutes,Stress_Level,0.007611090511834026,0.007611090511834026
BMI,Protein_Intake_Grams,0.007523723554189949,0.007523723554189949
Height_cm,Systolic_BP,-0.0075113356454111786,0.0075113356454111786
Weekend_Sleep_Difference_Hours,Exercise_Duration_Minutes,-0.0074734945219085275,0.0074734945219085275
Working_Hours_Per_Day,Diastolic_BP,-0.007456363322654941,0.007456363322654941
BMI,Immune_Health_Score,0.007444161543915884,0.007444161543915884
Vegetable_Intake_Per_Day,Anxiety_Score,-0.007429698499352629,0.007429698499352629
Fruit_Intake_Per_Day,Breakfast_Regularity_Score,-0.007422420952992873,0.007422420952992873
Screen_Time_Before_Bed_Hours,Productivity_Score,0.007374603934437065,0.007374603934437065
Exercise_Frequency_Per_Week,Stress_Level,-0.00736914944038202,0.00736914944038202
Age,Productivity_Score,-0.007353881155967798,0.007353881155967798
Water_Intake_Liters,Working_Hours_Per_Day,-0.007334843436051812,0.007334843436051812
Height_cm,Working_Hours_Per_Day,0.0073321429800764105,0.0073321429800764105
Exercise_Duration_Minutes,Sitting_Hours_Per_Day,0.007268212312921952,0.007268212312921952
Fruit_Intake_Per_Day,Systolic_BP,0.007221116804072762,0.007221116804072762
Vegetable_Intake_Per_Day,Depression_Risk_Score,-0.0072146951139876285,0.0072146951139876285
Working_Hours_Per_Day,Social_Interaction_Score,0.007132796208757047,0.007132796208757047
Vegetable_Intake_Per_Day,Productivity_Score,-0.007104807012164242,0.007104807012164242
Sitting_Hours_Per_Day,Diastolic_BP,-0.007067839335294947,0.007067839335294947
Sugary_Drinks_Per_Week,Anxiety_Score,0.007050647422453592,0.007050647422453592
Nap_Frequency_Per_Week,Outdoor_Time_Hours,-0.007034192269299003,0.007034192269299003
Working_Hours_Per_Day,Energy_Level_Score,-0.0070320682958816706,0.0070320682958816706
Working_Hours_Per_Day,Anxiety_Score,0.006952950133640088,0.006952950133640088
Weekend_Sleep_Difference_Hours,Daily_Calorie_Intake,0.0069428992059716345,0.0069428992059716345
Daily_Steps,Diastolic_BP,0.006903111821295244,0.006903111821295244
Stress_Level,Working_Hours_Per_Day,-0.006899558579222728,0.006899558579222728
Sleep_Quality_Score,Nap_Frequency_Per_Week,0.006886062450457734,0.006886062450457734
Sugary_Drinks_Per_Week,Life_Satisfaction_Score,0.006880864792949175,0.006880864792949175
Nap_Frequency_Per_Week,Sugary_Drinks_Per_Week,-0.006706744724871844,0.006706744724871844
Sitting_Hours_Per_Day,Focus_Concentration_Score,-0.006695626277038439,0.006695626277038439
Screen_Time_Before_Bed_Hours,Stress_Level,-0.006690674589792614,0.006690674589792614
BMI,Focus_Concentration_Score,-0.006664932716349321,0.006664932716349321
Number_of_Night_Awakenings,Social_Interaction_Score,-0.006573006304628261,0.006573006304628261
Outdoor_Time_Hours,Blood_Sugar_Level,-0.006539560448435753,0.006539560448435753
Nap_Frequency_Per_Week,Sitting_Hours_Per_Day,-0.006536523820820731,0.006536523820820731
Age,Fruit_Intake_Per_Day,0.006524218566839765,0.006524218566839765
Vegetable_Intake_Per_Day,Sitting_Hours_Per_Day,0.006512469527874944,0.006512469527874944
Nap_Frequency_Per_Week,Cholesterol_Level,0.006490389349609907,0.006490389349609907
Fast_Food_Meals_Per_Week,Focus_Concentration_Score,-0.0064439891702876536,0.0064439891702876536
Sleep_Duration_Hours,Systolic_BP,-0.006431313487094763,0.006431313487094763
Exercise_Duration_Minutes,Diastolic_BP,-0.00640704630949091,0.00640704630949091
Weight_kg,Sugary_Drinks_Per_Week,-0.006402901315217648,0.006402901315217648
Height_cm,Immune_Health_Score,0.00635944677284802,0.00635944677284802
Number_of_Night_Awakenings,Sugary_Drinks_Per_Week,-0.006287303362426123,0.006287303362426123
Number_of_Night_Awakenings,Screen_Time_Before_Bed_Hours,0.0062353663996335615,0.0062353663996335615
Weekend_Sleep_Difference_Hours,Sugary_Drinks_Per_Week,-0.006203692141148192,0.006203692141148192
Protein_Intake_Grams,Breakfast_Regularity_Score,0.006192945336284058,0.006192945336284058
Age,Fatigue_Level_Score,-0.006178250426008164,0.006178250426008164
Screen_Time_Before_Bed_Hours,Vegetable_Intake_Per_Day,-0.006142196661408139,0.006142196661408139
Fruit_Intake_Per_Day,Fast_Food_Meals_Per_Week,-0.006059321480750218,0.006059321480750218
Vegetable_Intake_Per_Day,Energy_Level_Score,0.006057867918104344,0.006057867918104344
Height_cm,Social_Interaction_Score,0.006056748918000446,0.006056748918000446
Weight_kg,Water_Intake_Liters,0.006041439014774276,0.006041439014774276
Weight_kg,Fast_Food_Meals_Per_Week,0.006015379434676351,0.006015379434676351
Nap_Frequency_Per_Week,Working_Hours_Per_Day,0.0059925770491259965,0.0059925770491259965
Height_cm,Blood_Sugar_Level,-0.005970130467903006,0.005970130467903006
Number_of_Night_Awakenings,Fast_Food_Meals_Per_Week,0.005907854542991517,0.005907854542991517
Height_cm,Daily_Calorie_Intake,-0.005904844549600117,0.005904844549600117
Working_Hours_Per_Day,Depression_Risk_Score,0.005796837697038254,0.005796837697038254
Age,Energy_Level_Score,0.005796197223619828,0.005796197223619828
BMI,Social_Interaction_Score,-0.005780753955640247,0.005780753955640247
Screen_Time_Before_Bed_Hours,Life_Satisfaction_Score,0.0057584236843099545,0.0057584236843099545
Sugary_Drinks_Per_Week,Breakfast_Regularity_Score,-0.005673605825417226,0.005673605825417226
Daily_Calorie_Intake,Breakfast_Regularity_Score,-0.00559242608847665,0.00559242608847665
Water_Intake_Liters,Diastolic_BP,0.005574482188640235,0.005574482188640235
Number_of_Night_Awakenings,Cholesterol_Level,0.005510317275314236,0.005510317275314236
Fast_Food_Meals_Per_Week,Fatigue_Level_Score,-0.005508856849412917,0.005508856849412917
Age,Fast_Food_Meals_Per_Week,-0.005498824968337564,0.005498824968337564
Breakfast_Regularity_Score,Social_Interaction_Score,0.00537828624375652,0.00537828624375652
Nap_Frequency_Per_Week,Exercise_Frequency_Per_Week,-0.00537584077720655,0.00537584077720655
Weekend_Sleep_Difference_Hours,Depression_Risk_Score,-0.005347293441373186,0.005347293441373186
Protein_Intake_Grams,Stress_Level,0.005328441207293652,0.005328441207293652
Height_cm,Protein_Intake_Grams,0.005304788729676811,0.005304788729676811
Sleep_Quality_Score,Working_Hours_Per_Day,-0.005303780409098454,0.005303780409098454
Height_cm,Fast_Food_Meals_Per_Week,0.0053010375970345795,0.0053010375970345795
Nap_Frequency_Per_Week,Health_Score,0.0052961237359978475,0.0052961237359978475
BMI,Sleep_Quality_Score,-0.005280792866486494,0.005280792866486494
Nap_Frequency_Per_Week,Social_Interaction_Score,-0.0052178523007479745,0.0052178523007479745
BMI,Anxiety_Score,0.005182055716932419,0.005182055716932419
Height_cm,Nap_Frequency_Per_Week,-0.0051654332303946076,0.0051654332303946076
Height_cm,Diastolic_BP,0.005141387934339701,0.005141387934339701
Sleep_Quality_Score,Fruit_Intake_Per_Day,-0.005125409661094173,0.005125409661094173
Working_Hours_Per_Day,Mood_Score,-0.005121718369032966,0.005121718369032966
Screen_Time_Before_Bed_Hours,Protein_Intake_Grams,-0.005049745994058415,0.005049745994058415
Weight_kg,Stress_Level,-0.005024880226680838,0.005024880226680838
Age,Sleep_Quality_Score,-0.004993892553178928,0.004993892553178928
Sugary_Drinks_Per_Week,Social_Interaction_Score,0.004981235981344863,0.004981235981344863
Breakfast_Regularity_Score,Blood_Sugar_Level,-0.004943253172819617,0.004943253172819617
Screen_Time_Before_Bed_Hours,Health_Score,0.004941077972876556,0.004941077972876556
Age,Height_cm,-0.004938381647129886,0.004938381647129886
Vegetable_Intake_Per_Day,Fast_Food_Meals_Per_Week,0.004909536467872218,0.004909536467872218
BMI,Screen_Time_Before_Bed_Hours,0.004887778866816258,0.004887778866816258
Sleep_Quality_Score,Cholesterol_Level,-0.004873495501390803,0.004873495501390803
Number_of_Night_Awakenings,Diastolic_BP,0.004871854054858591,0.004871854054858591
BMI,Depression_Risk_Score,-0.0048127025644696415,0.0048127025644696415
Daily_Steps,Working_Hours_Per_Day,-0.004809636602785712,0.004809636602785712
Exercise_Frequency_Per_Week,Vegetable_Intake_Per_Day,0.004796266813090474,0.004796266813090474
Social_Interaction_Score,Resting_Heart_Rate,0.004772173217056657,0.004772173217056657
Water_Intake_Liters,Sugary_Drinks_Per_Week,0.004765264722665479,0.004765264722665479
Weekend_Sleep_Difference_Hours,Cholesterol_Level,0.0045693580780573366,0.0045693580780573366
Vegetable_Intake_Per_Day,Life_Satisfaction_Score,0.004539500284513181,0.004539500284513181
