contract,fold,family,model,alpha,l1_ratio,source_feature_count,engineered_feature_count,transformed_width,r2,mae,rmse,fit_seconds
competition_proxy_inclusive,3,elastic_net,elastic_a0p001_l1_0p5,0.001,0.5,60,62,105,0.978708670441432,1.4546066992875104,1.8299862642804186,0.09499779999987368
competition_proxy_inclusive,3,elastic_net,elastic_a0p001_l1_0p7,0.001,0.7,60,62,105,0.9787389981138583,1.4533018918883114,1.8286824706076439,0.056611799999927825
competition_proxy_inclusive,3,elastic_net,elastic_a0p001_l1_0p9,0.001,0.9,60,62,105,0.9787614168969699,1.4520774450785934,1.827718084052723,0.06219179999993685
competition_proxy_inclusive,3,elastic_net,elastic_a0p003_l1_0p1,0.003,0.1,60,62,105,0.9783057775747374,1.4714820556812505,1.8472194089707428,0.144519100000025
competition_proxy_inclusive,3,elastic_net,elastic_a0p003_l1_0p3,0.003,0.3,60,62,105,0.978458680332344,1.4646844501573184,1.8406982170220718,0.046149000000013984
competition_proxy_inclusive,3,elastic_net,elastic_a0p003_l1_0p5,0.003,0.5,60,62,105,0.9785883715735333,1.458638815173265,1.8351488162026481,0.039455699999962235
competition_proxy_inclusive,3,elastic_net,elastic_a0p003_l1_0p7,0.003,0.7,60,62,105,0.9787085635087802,1.453047184771408,1.829990859696541,0.03260810000006131
competition_proxy_inclusive,3,elastic_net,elastic_a0p003_l1_0p9,0.003,0.9,60,62,105,0.9788088302984654,1.4483462096625892,1.8256768285369829,0.028019400000175665
competition_proxy_inclusive,3,elastic_net,elastic_a0p01_l1_0p1,0.01,0.1,60,62,105,0.9765999673852304,1.5380649634503925,1.9184684887204795,0.030837900000051377
competition_proxy_inclusive,3,elastic_net,elastic_a0p01_l1_0p3,0.01,0.3,60,62,105,0.9770788809524117,1.519129554431775,1.8987349618978462,0.024140299999999115
competition_proxy_inclusive,3,elastic_net,elastic_a0p01_l1_0p5,0.01,0.5,60,62,105,0.977590809532686,1.497752247259786,1.8774117118807143,0.029493300000012823
competition_proxy_inclusive,3,elastic_net,elastic_a0p01_l1_0p7,0.01,0.7,60,62,105,0.9781167917928412,1.4757446412290929,1.8552478419029252,0.01969850000000406
competition_proxy_inclusive,3,elastic_net,elastic_a0p01_l1_0p9,0.01,0.9,60,62,105,0.9786009386609695,1.4547244300692117,1.8346101869080953,0.0182655999999497
competition_proxy_inclusive,4,ridge,ridge_a0p01,0.01,,60,62,105,0.9794616991170901,1.3623779031957601,1.7232469554137064,0.009228299999904266
competition_proxy_inclusive,4,ridge,ridge_a0p1,0.1,,60,62,105,0.9794619723683868,1.3623412896881377,1.7232354919281443,0.009721900000158712
competition_proxy_inclusive,4,ridge,ridge_a0p3,0.3,,60,62,105,0.9794623921714477,1.3622622144144247,1.7232178801290996,0.008457099999986895
competition_proxy_inclusive,4,ridge,ridge_a1,1.0,,60,62,105,0.979461960105492,1.3620876301318798,1.7232360063848593,0.008574100000032558
competition_proxy_inclusive,4,ridge,ridge_a3,3.0,,60,62,105,0.9794469559315138,1.3626024325950556,1.7238653510653053,0.008820799999966766
competition_proxy_inclusive,4,ridge,ridge_a10,10.0,,60,62,105,0.9792871563597556,1.3690991417969807,1.7305538874706625,0.010687899999993533
competition_proxy_inclusive,4,ridge,ridge_a30,30.0,,60,62,105,0.9784492185533695,1.3999123586699398,1.7652116101001174,0.010004400000070746
competition_proxy_inclusive,4,elastic_net,elastic_a0p0001_l1_0p1,0.0001,0.1,60,62,105,0.9794633752532061,1.3621437731047394,1.7231766366612367,0.33426489999988007
competition_proxy_inclusive,4,elastic_net,elastic_a0p0001_l1_0p3,0.0001,0.3,60,62,105,0.9794651079352138,1.362118266488306,1.7231039426287422,0.2790430000000015
competition_proxy_inclusive,4,elastic_net,elastic_a0p0001_l1_0p5,0.0001,0.5,60,62,105,0.9794668760110974,1.3620992430630985,1.723029760497726,0.24298389999989922
competition_proxy_inclusive,4,elastic_net,elastic_a0p0001_l1_0p7,0.0001,0.7,60,62,105,0.9794685741989662,1.3620839289437128,1.722958507610435,0.21824240000000827
competition_proxy_inclusive,4,elastic_net,elastic_a0p0001_l1_0p9,0.0001,0.9,60,62,105,0.9794702247232129,1.3620681431249897,1.7228892517785264,0.2622323000000506
competition_proxy_inclusive,4,elastic_net,elastic_a0p0003_l1_0p1,0.0003,0.1,60,62,105,0.9794606512837771,1.3620592278083703,1.7232909135908399,0.25884309999992183
competition_proxy_inclusive,4,elastic_net,elastic_a0p0003_l1_0p3,0.0003,0.3,60,62,105,0.9794672841353851,1.3618582551134493,1.7230126366107708,0.20132380000018202
competition_proxy_inclusive,4,elastic_net,elastic_a0p0003_l1_0p5,0.0003,0.5,60,62,105,0.9794736632399078,1.3617048135990943,1.722744963020956,0.17697649999990972
competition_proxy_inclusive,4,elastic_net,elastic_a0p0003_l1_0p7,0.0003,0.7,60,62,105,0.979479629256885,1.361581884098382,1.72249458535372,0.17926029999989623
competition_proxy_inclusive,4,elastic_net,elastic_a0p0003_l1_0p9,0.0003,0.9,60,62,105,0.9794851838485842,1.361491530597986,1.7222614413769592,0.1709089999999378
competition_proxy_inclusive,4,elastic_net,elastic_a0p001_l1_0p1,0.001,0.1,60,62,105,0.9794038565762799,1.3643471550159885,1.7256718614674647,0.1855616000000282
competition_proxy_inclusive,4,elastic_net,elastic_a0p001_l1_0p3,0.001,0.3,60,62,105,0.9794382893650426,1.3630430914188099,1.724228762417033,0.1499449000000368
competition_proxy_inclusive,4,elastic_net,elastic_a0p001_l1_0p5,0.001,0.5,60,62,105,0.9794695743267056,1.3619296381205857,1.7229165426831266,0.13026450000006662
competition_proxy_inclusive,4,elastic_net,elastic_a0p001_l1_0p7,0.001,0.7,60,62,105,0.9794972991044222,1.3610283279568847,1.721752815821958,0.1224741000000904
competition_proxy_inclusive,4,elastic_net,elastic_a0p001_l1_0p9,0.001,0.9,60,62,105,0.9795210643170089,1.3602695593774472,1.7207546623103203,0.11440410000000156
competition_proxy_inclusive,4,elastic_net,elastic_a0p003_l1_0p1,0.003,0.1,60,62,105,0.9790181588713655,1.3796481058672716,1.7417549804783452,0.10737909999988915
competition_proxy_inclusive,4,elastic_net,elastic_a0p003_l1_0p3,0.003,0.3,60,62,105,0.9791698905202169,1.3739243114956476,1.7354457419911162,0.07888090000005832
competition_proxy_inclusive,4,elastic_net,elastic_a0p003_l1_0p5,0.003,0.5,60,62,105,0.97930332161699,1.3690064484661357,1.7298784536774847,0.04312889999982872
competition_proxy_inclusive,4,elastic_net,elastic_a0p003_l1_0p7,0.003,0.7,60,62,105,0.9794146640744884,1.3652084486589036,1.725219042645806,0.03658690000020215
competition_proxy_inclusive,4,elastic_net,elastic_a0p003_l1_0p9,0.003,0.9,60,62,105,0.9794963626638572,1.3626048458931366,1.7217921350506284,0.027512399999977788
competition_proxy_inclusive,4,elastic_net,elastic_a0p01_l1_0p1,0.01,0.1,60,62,105,0.9771194424537808,1.445347796998272,1.8188570401471864,0.037990900000067995
competition_proxy_inclusive,4,elastic_net,elastic_a0p01_l1_0p3,0.01,0.3,60,62,105,0.9775878598446593,1.4298585786566305,1.8001426797390316,0.029858999999987645
competition_proxy_inclusive,4,elastic_net,elastic_a0p01_l1_0p5,0.01,0.5,60,62,105,0.9780593086811791,1.4146736359271648,1.7811086697389393,0.0269832999999835
competition_proxy_inclusive,4,elastic_net,elastic_a0p01_l1_0p7,0.01,0.7,60,62,105,0.9785383137443897,1.398871773895021,1.7615589641136373,0.022279000000025917
competition_proxy_inclusive,4,elastic_net,elastic_a0p01_l1_0p9,0.01,0.9,60,62,105,0.9789678211572171,1.3837428464251156,1.7438430584676263,0.020512300000063988
scientific_proxy_removed,0,ridge,ridge_a0p01,0.01,,59,61,104,0.9239675942041613,2.669779838547478,3.353968609589949,0.008016199999929086
scientific_proxy_removed,0,ridge,ridge_a0p1,0.1,,59,61,104,0.92397218433529,2.6696810332854795,3.353867367310951,0.007714600000099381
scientific_proxy_removed,0,ridge,ridge_a0p3,0.3,,59,61,104,0.92398208031362,2.6694684173965184,3.3536490861556545,0.006397400000196285
scientific_proxy_removed,0,ridge,ridge_a1,1.0,,59,61,104,0.9240138511860881,2.668808566428928,3.352948202121527,0.006984200000033525
scientific_proxy_removed,0,ridge,ridge_a3,3.0,,59,61,104,0.9240871168801379,2.667392662108686,3.3513313592836074,0.0066027000000303815
