inner_seed,oof_r2,oof_mae,oof_rmse,base_oof_r2,delta_vs_base_r2
2026,0.7935867590718252,0.5743946660285861,0.721730891558355,0.7906023958255962,0.0029843632462289715
2037,0.7938020308116525,0.5737989767147723,0.7213544409145479,0.7906023958255962,0.0031996349860562434
2048,0.792952728616538,0.5757178274872854,0.722838496151485,0.7906023958255962,0.002350332790941767
2059,0.7932406407237828,0.5744932807061429,0.722335745372812,0.7906023958255962,0.002638244898186537
2070,0.7932220555513223,0.5750383635101489,0.7223682092786353,0.7906023958255962,0.0026196597257260867
