contract,fold,model,alpha,l1_ratio,source_feature_count,engineered_feature_count,transformed_width,r2,adjusted_r2_raw,adjusted_r2_transformed,mae,rmse,fit_seconds
competition,0,elastic_a0p01_l1_0p9,0.01,0.9,62,64,111,0.6154278367701962,0.59939355765182,0.5867399939486181,0.576430215923654,0.7181074713421769,0.008654199999000411
competition,0,elastic_a0p03_l1_0p1,0.03,0.1,62,64,111,0.612137950298377,0.5959665032749868,0.5832046925585381,0.5783155025540098,0.7211725150383815,0.012171900001703762
competition,0,elastic_a0p03_l1_0p3,0.03,0.3,62,64,111,0.6143373276689085,0.5982575810700876,0.5855681363861456,0.5769752109850197,0.7191248985560023,0.009199899999657646
competition,0,elastic_a0p03_l1_0p5,0.03,0.5,62,64,111,0.6140932031781681,0.5980032780989516,0.5853058009958942,0.5772920170476178,0.7193524655974637,0.008845299998938572
competition,0,elastic_a0p03_l1_0p7,0.03,0.7,62,64,111,0.6130773922504869,0.5969451141423638,0.5842142138498175,0.5781814605204434,0.7202986083787696,0.007836100001441082
competition,0,elastic_a0p03_l1_0p9,0.03,0.9,62,64,111,0.6118329257067052,0.5956487610456167,0.582876914116278,0.579287138761081,0.7214560335219979,0.009171999998216052
competition,1,elastic_a0p0001_l1_0p1,0.0001,0.1,62,64,111,0.6240985124649747,0.6084257468609084,0.5960574740803055,0.5500093417161418,0.7004206428292089,0.3687772999983281
competition,1,elastic_a0p0001_l1_0p3,0.0001,0.3,62,64,111,0.6242119534013724,0.6085439175822764,0.5961793773446199,0.549902424136433,0.700314947092701,0.31591649999973015
competition,1,elastic_a0p0001_l1_0p5,0.0001,0.5,62,64,111,0.6243138921177696,0.6086501065122564,0.5962889203604258,0.5498031086776445,0.7002199546502075,0.25046690000090166
competition,1,elastic_a0p0001_l1_0p7,0.0001,0.7,62,64,111,0.6244168876741925,0.6087573963459503,0.596399599053114,0.5497031728645081,0.7001239642928808,0.2158852000029583
competition,1,elastic_a0p0001_l1_0p9,0.0001,0.9,62,64,111,0.6245108321522166,0.6088552577272928,0.5965005514861521,0.5496099057026678,0.7000363979305173,0.16457230000014533
competition,1,elastic_a0p0003_l1_0p1,0.0003,0.1,62,64,111,0.6242926216441937,0.6086279491915738,0.5962660631781356,0.5498284834789651,0.7002397767821948,0.26342769999973825
competition,1,elastic_a0p0003_l1_0p3,0.0003,0.3,62,64,111,0.6245839245510993,0.6089313976268454,0.5965790963422095,0.5495430706233698,0.6999682603724977,0.12927199999830918
competition,1,elastic_a0p0003_l1_0p5,0.0003,0.5,62,64,111,0.6248486166041607,0.6092071257003602,0.5968635335685839,0.5492721478963432,0.699721455936859,0.15302620000147726
competition,1,elastic_a0p0003_l1_0p7,0.0003,0.7,62,64,111,0.6250947601383652,0.6094635318965771,0.5971280386164287,0.5490082956024698,0.6994918683888335,0.18253399999957765
competition,1,elastic_a0p0003_l1_0p9,0.0003,0.9,62,64,111,0.6252892815704383,0.6096661636684891,0.597337070719846,0.5488159351900922,0.6993103774416244,0.0816876000026241
