contract,fold,model,penalty,n_knots,degree,alpha,l1_ratio,source_feature_count,spline_feature_count,engineered_feature_count,transformed_width,r2,mae,rmse,transform_seconds,fit_seconds
competition_proxy_inclusive,4,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,60,12,62,141,0.9798599647229475,1.3494018552259348,1.706457110603208,0.07670850000022256,0.04549070000030042
scientific_proxy_removed,0,additive_ridge_k3_d2_a0p3,ridge,3,2,0.3,0.0,59,11,61,126,0.9345613357987888,2.4961167014749903,3.111550401297821,0.07235720000016954,0.007510299999921699
scientific_proxy_removed,0,additive_ridge_k3_d2_a1,ridge,3,2,1.0,0.0,59,11,61,126,0.9345680370773886,2.495941819837603,3.1113910772940216,0.07235720000016954,0.008108800000172778
scientific_proxy_removed,0,additive_ridge_k3_d2_a3,ridge,3,2,3.0,0.0,59,11,61,126,0.9345879853540593,2.495402565637156,3.1109167554291384,0.07235720000016954,0.007129499999791733
scientific_proxy_removed,0,additive_elastic_k3_d2_a0p003,elastic,3,2,0.003,0.9,59,11,61,126,0.9349355742813241,2.488485004044106,3.1026402901383783,0.07235720000016954,0.13826660000040647
scientific_proxy_removed,0,additive_elastic_k3_d2_a0p01,elastic,3,2,0.01,0.9,59,11,61,126,0.9347157011862601,2.491561906330809,3.1078782658573494,0.07235720000016954,0.02240170000004582
scientific_proxy_removed,0,additive_ridge_k4_d2_a0p3,ridge,4,2,0.3,0.0,59,11,61,137,0.9355222119937746,2.480187870082119,3.0886215151786307,0.0733672999999726,0.008671199999753298
scientific_proxy_removed,0,additive_ridge_k4_d2_a1,ridge,4,2,1.0,0.0,59,11,61,137,0.9354847029814644,2.4803402882936685,3.0895197648103077,0.0733672999999726,0.008208799999920302
scientific_proxy_removed,0,additive_ridge_k4_d2_a3,ridge,4,2,3.0,0.0,59,11,61,137,0.935360335545599,2.482786065808834,3.092496195769489,0.0733672999999726,0.008754700000281446
scientific_proxy_removed,0,additive_elastic_k4_d2_a0p003,elastic,4,2,0.003,0.9,59,11,61,137,0.9354282039805618,2.4798521732106305,3.0908722857500384,0.0733672999999726,0.8415451000000758
scientific_proxy_removed,0,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,59,11,61,137,0.9342539623034809,2.495270941654674,3.118849508579968,0.0733672999999726,0.24843809999993027
scientific_proxy_removed,1,additive_ridge_k3_d2_a0p3,ridge,3,2,0.3,0.0,59,11,61,126,0.9382055317908405,2.417568804363286,3.0337395321889824,0.0703987000001689,0.007776299999932235
scientific_proxy_removed,1,additive_ridge_k3_d2_a1,ridge,3,2,1.0,0.0,59,11,61,126,0.9382101809032323,2.4176215751583108,3.033625408208683,0.0703987000001689,0.008002800000213028
scientific_proxy_removed,1,additive_ridge_k3_d2_a3,ridge,3,2,3.0,0.0,59,11,61,126,0.9382304777259517,2.4177352079747068,3.033127122121791,0.0703987000001689,0.006985400000303343
scientific_proxy_removed,1,additive_elastic_k3_d2_a0p003,elastic,3,2,0.003,0.9,59,11,61,126,0.9384037931528371,2.4185184640667727,3.028868897597704,0.0703987000001689,0.14707970000017667
scientific_proxy_removed,1,additive_elastic_k3_d2_a0p01,elastic,3,2,0.01,0.9,59,11,61,126,0.938388771180094,2.4237206932543574,3.0292382126464683,0.0703987000001689,0.09779320000006919
scientific_proxy_removed,1,additive_ridge_k4_d2_a0p3,ridge,4,2,0.3,0.0,59,11,61,137,0.9391776235574071,2.402980345888094,3.0097829917284598,0.0726222999996935,0.009091000000353233
scientific_proxy_removed,1,additive_ridge_k4_d2_a1,ridge,4,2,1.0,0.0,59,11,61,137,0.9391456327283992,2.403697039013724,3.0105744175255973,0.0726222999996935,0.008303299999624869
scientific_proxy_removed,1,additive_ridge_k4_d2_a3,ridge,4,2,3.0,0.0,59,11,61,137,0.9390528526367852,2.4054459681430362,3.012868541996703,0.0726222999996935,0.008671200000208046
scientific_proxy_removed,1,additive_elastic_k4_d2_a0p003,elastic,4,2,0.003,0.9,59,11,61,137,0.938955211124957,2.4072369266739035,3.0152809872204527,0.0726222999996935,0.10506720000012137
scientific_proxy_removed,1,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,59,11,61,137,0.93838444867369,2.4177855539017576,3.0293444730812333,0.0726222999996935,0.29647560000012163
scientific_proxy_removed,2,additive_ridge_k3_d2_a0p3,ridge,3,2,0.3,0.0,59,11,61,126,0.9407285170689195,2.379818420340073,2.991810591211521,0.07975159999978132,0.008013600000140286
scientific_proxy_removed,2,additive_ridge_k3_d2_a1,ridge,3,2,1.0,0.0,59,11,61,126,0.9407495549998336,2.379854775838005,2.9912795846671565,0.07975159999978132,0.008383100000173727
scientific_proxy_removed,2,additive_ridge_k3_d2_a3,ridge,3,2,3.0,0.0,59,11,61,126,0.9407610563976415,2.379864095685396,2.9909892445169883,0.07975159999978132,0.008499999999912689
scientific_proxy_removed,2,additive_elastic_k3_d2_a0p003,elastic,3,2,0.003,0.9,59,11,61,126,0.9407881009147514,2.3775906464168783,2.9903064243213135,0.07975159999978132,0.5762270000000171
scientific_proxy_removed,2,additive_elastic_k3_d2_a0p01,elastic,3,2,0.01,0.9,59,11,61,126,0.9405101470328102,2.38122842973341,2.9973167900853372,0.07975159999978132,0.033380700000179786
scientific_proxy_removed,2,additive_ridge_k4_d2_a0p3,ridge,4,2,0.3,0.0,59,11,61,137,0.9409407659368108,2.376834038842345,2.986449008501498,0.0809212999997726,0.009258199999749195
scientific_proxy_removed,2,additive_ridge_k4_d2_a1,ridge,4,2,1.0,0.0,59,11,61,137,0.9409446002058643,2.3770977927133563,2.986352063163015,0.0809212999997726,0.009054600000126811
scientific_proxy_removed,2,additive_ridge_k4_d2_a3,ridge,4,2,3.0,0.0,59,11,61,137,0.9408898077325062,2.3770565346682657,2.987737132771654,0.0809212999997726,0.008557300000120449
scientific_proxy_removed,2,additive_elastic_k4_d2_a0p003,elastic,4,2,0.003,0.9,59,11,61,137,0.9408056091595701,2.3760336151891144,2.9898642928534147,0.0809212999997726,0.18255420000014055
scientific_proxy_removed,2,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,59,11,61,137,0.9402762742409523,2.384228922864454,3.0032026950713533,0.0809212999997726,0.29471570000032443
scientific_proxy_removed,3,additive_ridge_k3_d2_a0p3,ridge,3,2,0.3,0.0,59,11,61,126,0.9396742025944439,2.4506411923862896,3.0803351699992376,0.0733725999998569,0.007699899999806803
scientific_proxy_removed,3,additive_ridge_k3_d2_a1,ridge,3,2,1.0,0.0,59,11,61,126,0.9396789257506817,2.450719223663137,3.0802145815471733,0.0733725999998569,0.0072170999997069885
scientific_proxy_removed,3,additive_ridge_k3_d2_a3,ridge,3,2,3.0,0.0,59,11,61,126,0.9396814408750165,2.4513319432059095,3.0801503651559403,0.0733725999998569,0.0075332999999773165
scientific_proxy_removed,3,additive_elastic_k3_d2_a0p003,elastic,3,2,0.003,0.9,59,11,61,126,0.9396858120116405,2.4538357022109794,3.08003875769885,0.0733725999998569,0.1917210999999952
scientific_proxy_removed,3,additive_elastic_k3_d2_a0p01,elastic,3,2,0.01,0.9,59,11,61,126,0.9392816513524651,2.4615820848858068,3.0903410772354145,0.0733725999998569,0.027836000000206695
scientific_proxy_removed,3,additive_ridge_k4_d2_a0p3,ridge,4,2,0.3,0.0,59,11,61,137,0.939560604198358,2.458372668101451,3.0832340670894793,0.07361179999998058,0.008665599999858387
scientific_proxy_removed,3,additive_ridge_k4_d2_a1,ridge,4,2,1.0,0.0,59,11,61,137,0.9395849079641427,2.4579041746902135,3.082614092880244,0.07361179999998058,0.008116599999993923
scientific_proxy_removed,3,additive_ridge_k4_d2_a3,ridge,4,2,3.0,0.0,59,11,61,137,0.9395961617057611,2.457748379562247,3.0823269745709423,0.07361179999998058,0.009731200000260287
scientific_proxy_removed,3,additive_elastic_k4_d2_a0p003,elastic,4,2,0.003,0.9,59,11,61,137,0.9396184483894451,2.4557139055300503,3.0817582922997593,0.07361179999998058,0.6825439000003826
scientific_proxy_removed,3,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,59,11,61,137,0.939041638580453,2.463820769636287,3.0964429377512017,0.07361179999998058,0.2771266999998261
scientific_proxy_removed,4,additive_ridge_k3_d2_a0p3,ridge,3,2,0.3,0.0,59,11,61,126,0.9361382486523112,2.421206297671871,3.038684958850658,0.08519500000011249,0.009797100000014325
scientific_proxy_removed,4,additive_ridge_k3_d2_a1,ridge,3,2,1.0,0.0,59,11,61,126,0.936161617161292,2.420519597369606,3.038128945020366,0.08519500000011249,0.009875600000214035
scientific_proxy_removed,4,additive_ridge_k3_d2_a3,ridge,3,2,3.0,0.0,59,11,61,126,0.9361848767811985,2.4196181597311592,3.0375754209544996,0.08519500000011249,0.009642999999869062
scientific_proxy_removed,4,additive_elastic_k3_d2_a0p003,elastic,3,2,0.003,0.9,59,11,61,126,0.936219418101101,2.4149927936885045,3.036753232884471,0.08519500000011249,0.11939540000003035
scientific_proxy_removed,4,additive_elastic_k3_d2_a0p01,elastic,3,2,0.01,0.9,59,11,61,126,0.9357596547267812,2.423123195348486,3.047678821747157,0.08519500000011249,0.027219399999921734
scientific_proxy_removed,4,additive_ridge_k4_d2_a0p3,ridge,4,2,0.3,0.0,59,11,61,137,0.9364893725720094,2.419112080753395,3.030319814015261,0.08219550000012532,0.010697600000185048
scientific_proxy_removed,4,additive_ridge_k4_d2_a1,ridge,4,2,1.0,0.0,59,11,61,137,0.9365183735665498,2.4183184155469823,3.0296278642841514,0.08219550000012532,0.009997199999816075
scientific_proxy_removed,4,additive_ridge_k4_d2_a3,ridge,4,2,3.0,0.0,59,11,61,137,0.9364854774063827,2.417912507495844,3.030412738751479,0.08219550000012532,0.009067400000276393
scientific_proxy_removed,4,additive_elastic_k4_d2_a0p003,elastic,4,2,0.003,0.9,59,11,61,137,0.936342195706872,2.4147271275423043,3.033828950251485,0.08219550000012532,0.8067025999998805
scientific_proxy_removed,4,additive_elastic_k4_d2_a0p01,elastic,4,2,0.01,0.9,59,11,61,137,0.9354578571313437,2.4294129798514534,3.054829346816995,0.08219550000012532,0.31441240000003745
